Date,lexicon_sentiment,transformer_sentiment,price_change_pct
2009-01-30,0.0,-0.7020810842514038,-0.05327650506126158
2009-02-02,0.0,-0.7367515563964844,5.385006784260504
2009-02-09,0.6,0.0,-9.279334168688003
2009-02-17,0.6,-0.8992750644683838,-0.09503655739574457
2009-02-18,-0.3,0.0,-5.71903300271428
2009-02-23,-0.6,0.0,2.9018067345593312
2009-02-25,0.0,0.0,-8.377565694862065
2009-03-02,0.0,-0.6292595863342285,-0.6406780628406716
2009-03-03,0.0,-0.9686771035194397,2.3753105567762445
2009-03-04,0.0,-0.9576588869094849,-4.253229901665112
2009-03-05,0.7,-0.8448308706283569,-0.8819866676433974
2009-03-09,0.0,0.0,11.82800467089411
2009-03-13,0.0,0.0,4.996365078316045
2009-03-18,0.0,0.0,4.847988921759927
2009-03-26,0.0,-0.5303072333335876,0.3145786806906248
2009-04-06,0.3,-0.4774587154388428,2.7828314262459797
2009-04-13,0.0,0.0,1.2658227848101333
2009-04-17,0.0,-0.9442785382270813,-1.6605335786568642
2009-04-28,0.04999999999999999,-0.9595530033111572,2.063941250760082
2009-04-30,0.0,-0.4558357298374176,3.9619161100354017
2009-05-07,-0.6,0.0,0.20388146221581582
2009-05-11,0.0,0.0,1.0888214332849477
2009-05-29,0.0,0.0,2.581761211567346
2009-06-01,0.0,0.0,-0.29484446424214994
2009-06-05,0.0,0.0,0.5105894116520737
2009-06-11,0.0,-0.47810158133506775,-3.617352284392883
2009-06-17,0.0,-0.05963176488876343,1.155142690867561
2009-06-19,0.0,0.0,-2.2024901490398707
2009-06-24,0.0,0.0,2.4851821430949883
2009-07-01,0.0,0.0,-2.9144509546966013
2009-07-02,0.0,0.0,-1.8808147966355104
2009-07-08,0.0,0.0,0.35472281595343436
2009-07-09,0.0,0.0,2.081161915983132
2009-07-13,0.0,0.0,9.592142500416179
2009-07-31,0.0,0.0,1.5433223964029574
2009-08-05,0.0,0.8721373677253723,0.7738950055848015
2009-08-07,0.0,0.0,-1.5962710790911272
2009-08-11,-0.6,0.0,1.848443706944236
2009-08-13,0.0,0.0,-0.8531395337355474
2009-08-14,0.0,0.0,-0.7598920415500587
2009-08-19,0.0,0.0,2.424583023904625
2009-08-31,0.0,0.0,-2.212380709764661
2009-09-01,0.0,0.0,-0.32964610636847524
2009-09-02,0.0,0.0,3.0801708972103548
2009-09-08,0.0,0.8169077634811401,0.7782404743560845
2009-09-09,0.2,0.0,1.0422210824777345
2009-09-10,-0.7,0.0,-0.1350393625376034
2009-09-11,0.35,-0.4657329022884369,0.6339129017099321
2009-09-14,-0.5,0.0,1.8506870985572021
2009-09-16,0.0,0.0,-0.043040532954086164
2009-09-18,0.6,-0.6982069611549377,0.31451839370963963
2009-09-22,0.0,0.45636290311813354,-1.0068491872422425
2009-09-23,0.0,0.5314630270004272,-1.5543846088587498
2009-09-25,-0.5,0.0,1.7809609529098491
2009-09-28,-0.2,0.0,-0.5550433686428824
2009-09-30,0.0,0.0,-2.5759639762364284
2009-10-01,0.0,0.0,2.414914793416534
2009-10-06,0.3,0.4438333213329315,0.27116201456309774
2009-10-07,0.0,0.0,0.7469884074963629
2009-10-08,0.7,0.0,0.5640650223373456
2009-10-09,0.0,0.0,0.4386415178863068
2009-10-12,0.0,0.0,2.018230981518143
2009-10-19,0.6,0.5989007353782654,-3.142334071098729
2009-10-27,0.0,0.0,-1.9540910843418802
2009-10-28,0.0,-0.693425178527832,-0.6176687799123393
2009-10-30,0.0,0.0,2.9376851735685605
2009-11-05,0.0,0.0,2.4797727421880023
2009-11-09,0.0,0.0,-0.5342701357631596
2009-11-12,-0.6,-0.969398021697998,0.5739303189728151
2009-11-13,0.0,-0.2587907910346985,1.1669166331345737
2009-11-23,0.0,0.0,-0.05333381544690985
2009-11-24,0.0,0.0,0.4504137837471278
2009-11-25,0.25,0.0,-1.7233462089084717
2009-11-27,0.0,-0.9125728607177734,0.7723387296264761
2009-12-03,0.0,0.0,0.302749290857518
2009-12-07,-0.6,-0.9525623321533203,-0.0815771583956626
2009-12-10,0.0,0.0,1.0668118111307745
2009-12-14,0.6,0.8196021318435669,-0.5547028569889756
2009-12-15,0.0,-0.4809512197971344,0.11282301228416891
2009-12-16,0.0,0.2975996534029643,0.43906309165329116
2009-12-21,0.0,0.0,0.35635743458553026
2009-12-22,0.6,0.9201891422271729,0.7513282409974842
2009-12-30,0.0,-0.11279341578483582,0.8966460112568964
2010-01-05,0.0,-0.27151942253112793,0.05455249357688707
2010-01-06,0.0,-0.5052404403686523,0.40012663348401034
2010-01-07,0.0,0.0,0.4633481943434603
2010-01-11,0.0,0.0,-0.11334112190273249
2010-01-13,-0.3,-0.48207536339759827,0.2426506528873551
2010-01-14,0.0,0.0,-0.9073019521794512
2010-01-20,-0.8,0.0,-4.701943692664578
2010-01-28,0.0,0.0,1.732547739573831
2010-02-02,0.0,0.0,-3.64445491788421
2010-02-04,0.0,0.0,0.2897160218604089
2010-02-05,0.0,0.0,-0.88633358031871
2010-02-08,-0.15,-0.46221858263015747,1.7762174233964867
2010-02-12,0.0,0.0,2.904668482859285
2010-02-18,0.0,0.0,-1.09780889993224
2010-02-23,-0.4,-0.964862048625946,0.9035264023387723
2010-02-26,0.0,0.0,1.0158534708326838
2010-03-01,0.0,0.0,0.23303546620536686
2010-03-02,0.0,0.0,1.8232869240192962
2010-03-05,0.0,0.381433367729187,-0.017563888644944736
2010-03-08,-0.6,0.0,0.1712779973649603
2010-03-09,0.0,0.0,0.4524529790871812
2010-03-10,0.0,-0.5536418557167053,0.38232906486501683
2010-03-12,0.0,-0.6322450041770935,0.045217784502482594
2010-03-15,0.0,0.0,1.3298450252496652
2010-03-22,0.0,0.0,0.16383458711111132
2010-03-24,0.0,0.0,0.8889117254136103
2010-04-01,0.45,-0.41330447793006897,0.7928019692725607
2010-04-05,0.35,-0.4080149531364441,0.7613016236609926
2010-04-12,0.0,0.0,1.1843073014174976
2010-04-14,0.0,0.0,0.08425226118200513
2010-04-15,0.0,0.0,-1.167809717167223
2010-04-19,0.45,0.0,0.9310909212372209
2010-04-22,0.0,0.0,0.7123532477847361
2010-04-23,0.0,0.0,-2.1293375394321856
2010-04-28,0.0,-0.43727827072143555,-0.3919889873757576
2010-04-30,0.0,0.0,-1.1030681980972457
2010-05-04,0.0,0.0,-0.6586571233810568
2010-05-05,0.0,-0.9174972772598267,-3.2353521404616115
2010-05-06,0.0,0.0,-1.5308248016664416
2010-05-07,0.0,0.0,4.042740890105123
2010-05-11,0.0,0.0,1.3739520155045648
2010-05-12,0.0,0.24503048261006674,-2.964145194466017
2010-05-17,0.0,-0.5791075229644775,-1.4195999788907177
2010-05-18,0.0,0.0,-4.390613847251967
2010-05-20,0.0,0.0,0.22769902667998387
2010-05-25,0.0,0.0,-0.5660921948176467
2010-05-26,0.0,0.7482595443725586,0.2584390654993163
2010-06-01,0.0,0.0,-1.8903344509717868
2010-06-07,0.0,0.3440733850002289,1.0976039296695772
2010-06-08,0.0,0.0,2.7871939736346496
2010-06-11,0.0,0.32364729046821594,-0.18046903627700894
2010-06-14,0.0,0.0,2.349421363215032
2010-06-15,0.0,0.2454766035079956,-0.18202523246325653
2010-06-21,-0.19999999999999998,0.006971100966135661,-1.6070786920589386
2010-06-22,-0.6,0.0,-0.29854561722252315
2010-06-23,0.0,0.0,-1.5997582506135366
2010-06-28,0.0,-0.3603760004043579,-3.1017057985984975
2010-06-29,0.0,0.0,-1.0112942261150115
2010-06-30,0.0,-0.3224062919616699,-0.2571043261441197
2010-07-06,0.0,-0.47035032510757446,3.133085617570952
2010-07-07,0.0,0.0,3.307648051911305
2010-07-13,0.15,0.20000675320625305,-0.015520295068183199
2010-07-14,0.0,0.0,-1.0674141914040813
2010-07-20,0.0,0.0,-1.2819802857459428
2010-07-21,0.0,0.0,4.246486971643337
2010-07-26,0.0,0.0,-1.2026797965937641
2010-07-30,-0.3,-0.48047924041748047,2.202251270878719
2010-08-02,0.0,0.0,0.12257296644344606
2010-08-04,0.0,0.2917541066805522,-0.49678861644369965
2010-08-06,0.7,-0.9708752632141113,0.5483042687493223
2010-08-09,0.0,0.0,-0.5967423013149675
2010-08-10,0.0,0.0,-2.817868802740253
2010-08-11,0.0,0.0,0.28178839252113175
2010-08-17,0.0,0.0,-3.722518168671174
2010-08-24,0.0,0.0,1.209274910397684
2010-08-27,0.3,0.38666629791259766,-1.4719281601367484
2010-08-30,0.0,0.47322607040405273,5.2997368722114135
2010-09-03,0.0,-0.2927810152371724,-1.1471150102760563
2010-09-07,0.0,-0.7263947427272797,1.1302022274326085
2010-09-09,0.0,0.0,0.48633374993207745
2010-09-10,0.0,0.0,1.1130638547158789
2010-09-13,0.3,0.352653831243515,-0.07130760317320961
2010-09-14,0.0,0.0,0.35411649273036083
2010-09-15,-0.11666666666666665,0.26556338866551715,0.046219346351783486
2010-09-17,0.35,0.0,1.520980108209935
2010-09-20,0.0,-0.4932647943496704,-0.25640801253161705
2010-09-21,0.0,0.0,-0.48254926389302844
2010-09-22,0.0,-0.40792661905288696,1.2686461896533663
2010-09-24,0.15,0.0,-0.5667424064352722
2010-09-27,0.0,0.0,0.4850458779855682
2010-09-28,0.0,0.0,-0.25877842641806037
2010-09-29,0.4,0.0,-0.30836965922095283
2010-09-30,0.07142857142857142,0.09287484203066144,0.44164037854890204
2010-10-01,-0.2,-0.88813316822052,-0.8034966499162466
2010-10-04,0.0,0.0,2.4731097684318026
2010-10-08,0.0,0.0,0.3965154701111251
2010-10-12,0.15,0.4621441662311554,0.7121057985757906
2010-10-13,0.0,0.0,-0.36414565826330403
2010-10-14,0.2,-0.3576354384422302,-0.6738739659740367
2010-10-19,0.024999999999999994,-0.14080652594566345,1.0524058667124025
2010-10-20,-0.7,-0.8832147121429443,0.4167480075031538
2010-10-22,0.0,0.0,0.21638435270650014
2010-10-26,0.0,0.0,-0.200735467764257
2010-10-29,0.0,0.0,0.8713216030289184
2010-11-02,0.0,0.0,2.3031745100831946
2010-11-04,0.0,0.0,0.39228211553894443
2010-11-05,0.0,-0.9702878594398499,-0.2120977281070191
2010-11-08,-0.2,-0.3615790605545044,-0.3711424483956671
2010-11-10,0.0,0.0,-0.4242190512919408
2010-11-11,0.0,0.0,-1.1808428234751145
2010-11-12,0.0,0.0,-0.1217468166543001
2010-11-15,0.0,0.0,-0.08849926946357112
2010-11-18,0.3,0.0,0.09609840476647591
2010-11-22,0.0,0.0,-1.4284044613637747
2010-11-23,0.0,-0.6182073950767517,1.4922971382111072
2010-11-24,-0.6,0.0,-0.7468602661993451
2010-11-26,0.0,-0.8749880790710449,-0.1378846477215534
2010-11-29,0.04999999999999999,-0.37226444482803345,-0.6070249882131118
2010-11-30,0.0,0.0,3.4712633941806903
2010-12-02,0.2,0.572799563407898,0.26032925920771444
2010-12-03,0.0,0.0,0.6768949383935796
2010-12-09,0.0,0.7180973291397095,0.600162206001631
2010-12-10,0.0,-0.26282140612602234,0.004837149306680111
2010-12-13,0.0,0.0,0.09109523886299264
2010-12-14,0.0,0.0,0.10309361383387117
2010-12-16,0.0,0.0,0.08367729529237256
2010-12-17,0.7,0.0,0.25484158821778014
2010-12-20,0.0,0.0,0.9430028546685065
2010-12-22,0.0,0.0,-0.16443710082297835
2010-12-23,0.0,0.0,0.08832164994392322
2010-12-30,0.0,0.0,-0.019079721436066066
2010-12-31,0.13999999999999999,0.10784419775009155,1.1314843675455544
2011-01-03,0.0,0.0,-0.13130272747999827
2011-01-04,0.0,0.0,0.5007085498346608
2011-01-05,0.0,0.0,-0.21228927743310866
2011-01-06,0.15,0.0,0.04945637241433598
2011-01-11,0.0,0.8517690896987915,0.9007595254535206
2011-01-12,-0.14999999999999997,0.0,-0.1710784161249257
2011-01-13,0.0,0.32261553406715393,0.7384557861282559
2011-01-14,0.7,0.0,0.13763879867618733
2011-01-18,0.0,0.0,-1.0115673889206311
2011-01-19,0.0,0.0,-0.12949326010983642
2011-01-20,0.0,0.0,0.24135722431379847
2011-01-21,0.0,-0.4266614019870758,0.5836287840417675
2011-01-24,0.0,0.0,0.44854513340151225
2011-01-26,0.0,-0.8832504749298096,-1.564825740573661
2011-01-28,0.0,0.0,0.7662535061190523
2011-01-31,0.0,0.0,1.6693621124000968
2011-02-01,0.09999999999999999,0.11503756046295166,-0.27225659419236603
2011-02-02,0.0,0.0,0.23542403165570658
2011-02-03,0.75,0.4590691924095154,0.2884247570958509
2011-02-04,0.3,0.0,0.7636150037761302
2011-02-09,0.0,0.0,0.8660892738174386
2011-02-14,0.0,0.0,-0.3234958568512081
2011-02-15,0.0,0.22796960671742758,0.6257483000881026
2011-02-16,0.0,-0.952181339263916,0.5006285919540332
2011-02-18,-0.4,0.0,-2.651506690195893
2011-02-23,0.0,0.0,-0.09943399112744
2011-02-24,0.0,0.0,1.6170277926651933
2011-02-28,0.0,0.0,-1.5739666370307992
2011-03-01,0.0,-0.9151379466056824,1.1344759746771516
2011-03-04,0.0,0.0,0.05071339363431626
2011-03-08,0.0,0.0,-0.13617587871268544
2011-03-09,-0.3,0.24470438063144684,-1.8870926198087945
2011-03-10,0.0,0.0,0.7080479650377169
2011-03-11,0.0,0.2499234676361084,-0.60493145643572
2011-03-14,0.0,0.0,-1.1200333233055026
2011-03-15,0.0,0.0,-1.9494956586861178
2011-03-16,-0.09999999999999999,0.47488415241241455,1.339825599898159
2011-03-17,0.0,-0.4027966260910034,1.8701127406337337
2011-03-23,0.0,0.0,1.6878092390215427
2011-03-29,0.1,0.0,0.6684654095676867
2011-03-30,-0.6,0.0,-0.18294610994835647
2011-03-31,0.0,0.0,0.49629288822852224
2011-04-01,0.0,0.0,0.03452390780613879
2011-04-04,-0.19999999999999998,-0.19347463051478067,-0.018006257174352225
2011-04-05,0.0,0.0,0.21836518763647117
2011-04-06,0.0,0.0,-1.6008505922697869
2011-04-12,0.0,0.0,0.019023558775188576
2011-04-13,0.0,0.0,0.008368773822464703
2011-04-14,0.0,0.0,0.39253872135838197
2011-04-15,0.0,-0.23157696425914764,-1.101782250242478
2011-04-18,0.0,0.0,0.5731185926413973
2011-04-19,0.0,0.0,1.3514954823178105
2011-04-20,0.0,0.0,0.5276767190835807
2011-04-21,-0.15,-0.0558855930964152,-0.1592666257907327
2011-04-25,-0.6,-0.9623842835426331,0.8979591836734802
2011-04-26,0.0,0.0,0.6249814435438372
2011-04-27,0.0,0.0,0.3555463759349564
2011-04-28,0.0,0.0,0.23006585910854138
2011-04-29,0.0,0.0,-0.1752700552210551
2011-05-02,0.0,0.0,-0.3379321491015497
2011-05-03,0.0,0.0,-1.5862953516828537
2011-05-05,0.0,0.0,0.3819938581379745
2011-05-06,0.0,0.0,0.454409789583643
2011-05-09,0.0,0.0,0.8074040511331315
2011-05-10,0.0,0.0,-1.111143859235475
2011-05-11,0.0,-0.4690954089164734,0.4895386266094537
2011-05-12,0.0,0.0,-0.8067326585845191
2011-05-13,0.15,0.0,-0.6204355008708529
2011-05-16,0.0,-0.8602350354194641,-0.03685679255642782
2011-05-17,-0.6,0.0,0.8803744224894272
2011-05-18,0.2,0.0,-0.5527045976668643
2011-05-20,0.225,0.0,-1.1925566464407122
2011-05-23,-0.175,-0.2919701114296913,0.23531733681503297
2011-05-25,0.0,0.0,0.3953137897869663
2011-05-26,0.0,-0.8101685047149658,0.4080893723268586
2011-05-27,0.0,0.0,-1.243332582074974
2011-06-01,0.175,0.0,-0.12247537180022361
2011-06-02,0.0,0.13710369169712067,-0.9733879689856284
2011-06-03,0.0,0.0,-1.1706251538272205
2011-06-07,0.0,0.0,-0.4186965928370312
2011-06-08,0.32499999999999996,0.0,0.7377536028009724
2011-06-09,0.0,0.0,-1.3979829325058146
2011-06-10,0.0,-0.45677798986434937,0.06687752757714716
2011-06-13,0.0,0.0,1.261174842549706
2011-06-14,0.0,0.0,-1.7431883652852975
2011-06-15,0.0,0.0,0.17543582367909316
2011-06-16,0.0,0.18281063437461853,0.8456659619450191
2011-06-20,-0.3,0.3617912530899048,1.3423448793767
2011-06-21,-0.3,0.0,-0.6468445103124498
2011-06-22,0.0,0.0,-0.28279752008328884
2011-06-23,0.0,-0.3882335126399994,-1.1725749902609994
2011-06-24,0.27999999999999997,0.11336246728897095,0.918443769955446
2011-06-27,0.0,0.0,2.1334270760096974
2011-06-29,0.0,-0.29365097284317015,1.0119243389602461
2011-06-30,0.0,0.17031230032444,1.4409680155076376
2011-07-01,0.0,-0.23352064192295074,-0.1336149947375076
2011-07-05,0.0,0.0,1.1465901276646484
2011-07-07,0.0,-0.8783493638038635,-0.6961174088470523
2011-07-08,-0.5,-0.16715320944786072,-2.24438160440541
2011-07-12,0.13333333333333333,0.0,0.31058737553666393
2011-07-13,-0.6,0.0,-0.671614607048554
2011-07-14,0.0,0.4675372838973999,0.5554409528830462
2011-07-15,0.0,0.0,-0.8129834212165954
2011-07-18,0.0,-0.3523307144641876,1.630867753401155
2011-07-19,0.0,-0.4916933973630269,-0.06708222471791814
2011-07-20,0.19999999999999998,0.0,1.3546129246364558
2011-07-21,0.0,-0.25192374736070633,0.09078731954159647
2011-07-22,0.0,0.381896436214447,-0.5643038765222763
2011-07-25,0.0,0.0,-0.41048877324421085
2011-07-26,0.0,0.0,-2.0308722615132724
2011-07-27,0.0,0.0,-0.3233989071875776
2011-07-28,0.0,-0.7183758616447449,-0.6450521654224439
2011-07-29,0.15,0.0,-0.4132231404958664
2011-08-01,0.0,0.4460617005825043,-2.5556747012292824
2011-08-02,0.0,-0.25875524679819745,0.5015748973326462
2011-08-03,0.0,0.0,-4.782042940793751
2011-08-04,-0.2333333333333333,-0.13947986563046774,-0.05749664602896498
2011-08-05,0.0,-0.46061205863952637,-6.663442778769035
2011-08-08,-0.09999999999999999,-0.4624991218249003,4.740678541439625
2011-08-09,-0.075,-0.3657757192850113,-4.4152388425029665
2011-08-10,-0.13333333333333333,-0.1764465570449829,4.629001748813311
2011-08-11,0.0,-0.266533225774765,0.526163187337958
2011-08-12,0.0,0.0,2.1784681161510333
2011-08-15,0.0,0.0,-0.9738561548871316
2011-08-16,0.0,0.0,0.0947382541332864
2011-08-17,0.0,-0.4182697832584381,-4.459372303981102
2011-08-18,-0.13333333333333333,-0.30053510268529254,-1.475474510147734
2011-08-22,0.0,0.0,3.428484988699254
2011-08-23,0.0,0.0,1.3119972469565866
2011-08-24,0.0,0.0,-1.556555706521734
2011-08-25,0.0,0.0,1.5121585135473126
2011-08-26,0.0,0.15334241092205048,2.8280081577158445
2011-08-29,0.7,0.0,0.23469522676187182
2011-08-30,0.0,0.2998979886372884,0.4922006397783951
2011-08-31,0.0,0.1933201104402542,-1.18714568172682
2011-09-01,-0.3,-0.47696638107299805,-2.5281878414506576
2011-09-02,0.0,0.0,-0.7436305868122717
2011-09-06,0.0,0.0,2.8646459098554677
2011-09-07,0.0,-0.05153961976369222,-1.0612204034639694
2011-09-08,-0.3,0.0,-2.6705455771987574
2011-09-09,0.0,0.0,0.6965682749538571
2011-09-12,0.0,0.0,0.9120083973603199
2011-09-13,0.0,0.0,1.347975478953356
2011-09-14,0.0,0.0,1.7187131944677914
2011-09-15,-0.19999999999999998,0.22372287511825562,0.5706676811869871
2011-09-16,0.19999999999999998,0.0,-0.9802550965863799
2011-09-19,0.0,0.0,-3.1002665913677507
2011-09-21,0.0,0.0,-3.188316363262367
2011-09-22,0.0,0.10341736078262329,0.6082014235631705
2011-09-23,0.0,0.0,2.333623716374955
2011-09-26,0.0,-0.29570480187733966,1.0688335698009421
2011-09-27,0.0,0.0,-2.06911807245318
2011-09-28,0.0,0.0,0.811425989957093
2011-09-29,0.0,0.0,-2.4974146845915257
2011-09-30,0.0,0.0,-2.84509731134327
2011-10-03,0.13999999999999999,-0.18262410163879395,2.2488469201168204
2011-10-04,0.0,-0.19602732360363007,1.7865563414742658
2011-10-05,0.0,0.12977300584316254,1.8303715811648358
2011-10-06,0.0,0.0,-0.8163300342498125
2011-10-07,0.0,0.0,3.412493725442678
2011-10-10,0.0,-0.1534121334552765,0.054398312815395755
2011-10-11,0.0,0.0,0.9794737106245011
2011-10-12,-0.3,-0.9416779279708862,-0.2973700559121939
2011-10-13,0.0,-0.19515695174535116,1.7380323347124582
2011-10-14,0.24,0.0,-1.9369906416893956
2011-10-17,0.0,0.0,2.0418699931715745
2011-10-18,0.13333333333333333,0.0,-1.264913741043594
2011-10-19,0.0,-0.30376799901326496,0.45541706615532807
2011-10-20,0.0,0.29762033621470135,1.880877742946696
2011-10-21,0.0,0.0,1.2873006258833142
2011-10-24,0.0,0.0,-2.0044809797558627
2011-10-25,0.0,-0.756110668182373,1.0536593303771324
2011-10-26,-0.15,-0.1825961321592331,3.429146537842187
2011-10-27,0.0,0.0,0.03892292482425841
2011-10-28,0.19999999999999998,0.0,-2.4737567018652373
2011-10-31,0.0,0.0,-2.794223250618366
2011-11-01,0.0,0.0,1.6104672160751399
2011-11-02,0.0,0.0,1.8781807900476677
2011-11-03,-0.19999999999999998,-0.1726343830426534,-0.6279982555604025
2011-11-04,0.0,0.38141030073165894,0.6295731828953821
2011-11-07,0.0,0.0,1.1735600101497212
2011-11-08,0.0,0.0,-3.6695090601291724
2011-11-09,-0.08,0.0915450930595398,0.8624196566593634
2011-11-10,0.0,0.0,1.9480519480519431
2011-11-11,0.0,0.0,-0.9550183961704262
2011-11-14,0.0,0.0,0.4817140392081587
